gene	chrom	lineage	status	assembly	raw_id
NBDY	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000204272
PPP1R2C	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000102055
BRWD3	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000165288
PWWP3B	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000157502
RS1	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000102104
PAGE3	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000204279
HSFX1	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000171116
GAGE12G	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000215269
LANCL3	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000147036
DNASE1L1	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000013563
MSN	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000147065
MAGEA12	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000213401
RTL5	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000242732
GAB3	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000160219
CXCR3	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000186810
CT45A10	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000269586
BEX1	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000133169
BMP15	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000130385
GPR50	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000102195
BEX2	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000133134
PAGE1	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000068985
GPRASP2	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000158301
KANTR	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000232593
FAM47B	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000189132
RBMXL3	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000175718
ARSF	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000062096
TCEAL6	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000204071
SLC16A2	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000147100
CLDN2	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000165376
MAGEA8	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000156009
TCEAL9	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000185222
SHROOM2	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000146950
GCNA	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000147174
CMC4	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000182712
GPR82	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000171657
CLIC2	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000155962
ARSH	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000205667
ZNF81	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000197779
DCAF8L2	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000189186
FAM236B	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000268994
SLC25A5	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000005022
GABRQ	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000268089
IL2RG	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000147168
EIF1AX	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000173674
ASB12	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000198881
UTP14A	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000156697
RAB33A	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000134594
CLTRN	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000147003
OPN1MW	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000268221
GAGE12C	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000237671
SPANXC	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000198573
NCBP2L	X	SYMPHALANGUS_SYNDACTYLUS	UL	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000170935
CT47A11	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000226929
DGAT2L6	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000184210
S100G	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000169906
NUDT11	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000196368
XKRX	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000182489
OPN1MW2	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000166160
GLOD5	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000171433
HSFX4	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000283463
KIAA1210	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000250423
APLN	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000171388
H2AL3	X	SYMPHALANGUS_SYNDACTYLUS	L	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000229674
CT45A5	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000228836
SPANXB1	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000227234
SPANXN5	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000204363
CNGA2	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000183862
KLHL34	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000185915
ARX	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000004848
GUCY2F	X	SYMPHALANGUS_SYNDACTYLUS	UL	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000101890
ETDB	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000224107
CENPVL3	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000224109
RHOXF1	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000101883
GPRASP3	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000198908
TEX28	X	SYMPHALANGUS_SYNDACTYLUS	PI	Symphalangus_syndactylus__siamang__HLsymSyn4	ENSG00000278057
GPC3	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000147257
DDX3X	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000215301
MOSPD1	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000101928
NKRF	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000186416
CITED1	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000125931
WDR45	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000196998
TMLHE	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000185973
EOLA2	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000197021
MID1	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000101871
ZDHHC15	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000102383
SLC9A7	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000065923
AP1S2	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000182287
RPS6KA3	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000177189
INTS6L	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000165359
MBNL3	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000076770
ARHGAP6	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000047648
OFD1	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000046651
FAM120C	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000184083
MAGEA10	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000124260
RAB9B	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000123570
DOCK11	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000147251
GPR50	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000102195
KRBOX4	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000147121
TBC1D8B	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000133138
SERPINA7	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000123561
FOXP3	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000049768
CDK16	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000102225
NHS	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000188158
CNKSR2	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000149970
MAGEH1	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000187601
TAF7L	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000102387
CD40LG	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000102245
LAMP2	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000005893
LANCL3	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000147036
AWAT2	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000147160
CTAG1A	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000268651
ARHGEF9	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000131089
CT47A7	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000228517
CSAG3	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000268916
FAM47B	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000189132
CD99L2	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000102181
KDM5C	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000126012
PHKA1	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000067177
KANTR	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000232593
ARL13A	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000174225
ADGRG4	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000156920
TAF1	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000147133
GLRA2	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000101958
BCLAF3	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000173681
BCORL1	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000085185
NR0B1	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000169297
MAGEA4	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000147381
MAOA	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000189221
DCAF8L1	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000226372
SATL1	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000184788
UXT	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000126756
ZC3H12B	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000102053
MAGIX	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000269313
SRPX2	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000102359
TENM1	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000009694
CT45A6	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000278289
SUV39H1	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000101945
GDPD2	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000130055
OTUD5	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000068308
PAGE5	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000158639
PABIR2	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000156504
HEPH	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000089472
PCYT1B	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000102230
EFHC2	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000183690
ATG4A	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000101844
PIGA	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000165195
TCP11X2	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000215029
GPRASP3	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000198908
PGAM4	X	SYMPHALANGUS_SYNDACTYLUS	L	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000226784
USP26	X	SYMPHALANGUS_SYNDACTYLUS	UL	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000134588
HSD17B10	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000072506
PAGE2	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000234068
ATP2B3	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000067842
HS6ST2	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000171004
SLC25A53	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000269743
ZNF185	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000147394
SSX5	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000165583
RENBP	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000102032
TRO	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000067445
BTK	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000010671
GNL3L	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000130119
ITM2A	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000078596
ZMYM3	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000147130
SMIM10L2B	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000196972
HSFX1	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000171116
DRP2	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000102385
FOXR2	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000189299
PRPS2	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000101911
LHFPL1	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000182508
BEND2	X	SYMPHALANGUS_SYNDACTYLUS	UL	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000177324
KDM6A	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000147050
LRCH2	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000130224
P2RY4	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000186912
VSIG4	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000155659
SPANXN2	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000268988
RIPPLY1	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000147223
BCOR	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000183337
RNF113A	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000125352
HMGN5	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000198157
MPC1L	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000238205
AIFM1	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000156709
ADGRG2	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000173698
CSF2RA	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000198223
DMD	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000198947
CT83	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000204019
TAB3	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000157625
PIN4	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000102309
HPRT1	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000165704
ATP6AP2	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000182220
GCNA	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000147174
AR	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000169083
PAK3	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000077264
TRAPPC2	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000196459
CXCR3	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000186810
GPM6B	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000046653
TAFAZZIN	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000102125
LAS1L	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000001497
COL4A6	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000197565
SLC7A3	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000165349
ABCB7	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000131269
ACOT9	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000123130
CACNA1F	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000102001
MECP2	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000169057
PDZD11	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000120509
IQSEC2	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000124313
SAT1	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000130066
FGF13	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000129682
RPS4X	X	SYMPHALANGUS_SYNDACTYLUS	I	Symphalangus_syndactylus__siamang__HLsymSynEET	ENSG00000198034
