GENE	GENE_ID	CHR	LINEAGE	CONSEQUENCE	GENE_TYPE
AL359313.1	ENSG00000236366	chr6	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL359313.1	ENSG00000236366	chr6	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL603766.1	ENSG00000219487	chr6	Marmoset	transcript_ablation	processed_pseudogene
AL603766.1	ENSG00000219487	chr6	Owl_monkey	transcript_ablation	processed_pseudogene
ZC3H12D	ENSG00000178199	chr6	Marmoset	inframe_insertion	protein_coding
ZC3H12D	ENSG00000178199	chr6	Owl_monkey	inframe_insertion	protein_coding
AL451061.1	ENSG00000219622	chr6	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_pseudogene
AL451061.1	ENSG00000219622	chr6	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_pseudogene
MTHFD1L	ENSG00000120254	chr6	Marmoset	splice_acceptor_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant	protein_coding
MTHFD1L	ENSG00000120254	chr6	Owl_monkey	splice_acceptor_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant	protein_coding
LINC02840	ENSG00000224893	chr6	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02840	ENSG00000224893	chr6	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL590867.1	ENSG00000213121	chr6	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL590867.1	ENSG00000213121	chr6	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
RPS4XP8	ENSG00000219146	chr6	Marmoset	transcript_ablation	processed_pseudogene
RPS4XP8	ENSG00000219146	chr6	Owl_monkey	transcript_ablation	processed_pseudogene
SNX9	ENSG00000130340	chr6	Marmoset	splice_acceptor_variant&splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
SNX9	ENSG00000130340	chr6	Owl_monkey	splice_acceptor_variant&splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
SYNJ2	ENSG00000078269	chr6	Marmoset	splice_donor_variant&coding_sequence_variant&intron_variant	protein_coding
SYNJ2	ENSG00000078269	chr6	Owl_monkey	splice_donor_variant&coding_sequence_variant&intron_variant	protein_coding
OSTCP1	ENSG00000243775	chr6	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_transcript
OSTCP1	ENSG00000243775	chr6	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_transcript
SOD2	ENSG00000285441	chr6	Marmoset	splice_acceptor_variant&5_prime_UTR_variant&intron_variant	protein_coding
SOD2	ENSG00000285441	chr6	Owl_monkey	splice_acceptor_variant&5_prime_UTR_variant&intron_variant	protein_coding
AC060834.2	ENSG00000234710	chr7	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC060834.2	ENSG00000234710	chr7	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC004949.1	ENSG00000283117	chr7	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC004949.1	ENSG00000283117	chr7	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC004949.1	ENSG00000283117	chr7	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC004949.1	ENSG00000283117	chr7	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC004160.1	ENSG00000230333	chr7	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC004160.1	ENSG00000230333	chr7	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC013470.3	ENSG00000236048	chr7	Marmoset	transcript_ablation	processed_pseudogene
AC013470.3	ENSG00000236048	chr7	Owl_monkey	transcript_ablation	processed_pseudogene
SCIN	ENSG00000006747	chr7	Marmoset	splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
SCIN	ENSG00000006747	chr7	Owl_monkey	splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
AC011287.1	ENSG00000229618	chr7	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC011287.1	ENSG00000229618	chr7	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
SNX13	ENSG00000071189	chr7	Marmoset	splice_acceptor_variant&coding_sequence_variant&intron_variant	protein_coding
SNX13	ENSG00000071189	chr7	Owl_monkey	splice_acceptor_variant&coding_sequence_variant&intron_variant	protein_coding
ABCB5	ENSG00000004846	chr7	Marmoset	splice_acceptor_variant&splice_donor_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant&NMD_transcript_variant	nonsense_mediated_decay
ABCB5	ENSG00000004846	chr7	Owl_monkey	splice_acceptor_variant&splice_donor_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant&NMD_transcript_variant	nonsense_mediated_decay
AC080068.1	ENSG00000285592	chr7	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC080068.1	ENSG00000285592	chr7	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
ASS1P11	ENSG00000225308	chr7	Marmoset	transcript_ablation	processed_pseudogene
ASS1P11	ENSG00000225308	chr7	Owl_monkey	transcript_ablation	processed_pseudogene
RNU6-1103P	ENSG00000206877	chr7	Marmoset	transcript_ablation	snRNA
RNU6-1103P	ENSG00000206877	chr7	Owl_monkey	transcript_ablation	snRNA
SKAP2	ENSG00000005020	chr7	Marmoset	stop_gained&frameshift_variant	protein_coding
SKAP2	ENSG00000005020	chr7	Owl_monkey	stop_gained&frameshift_variant	protein_coding
TPM3P4	ENSG00000214869	chr7	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	processed_pseudogene
TPM3P4	ENSG00000214869	chr7	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	processed_pseudogene
RPL35P4	ENSG00000213783	chr7	Marmoset	transcript_ablation	processed_pseudogene
RPL35P4	ENSG00000213783	chr7	Owl_monkey	transcript_ablation	processed_pseudogene
AC073150.1	ENSG00000235574	chr7	Marmoset	transcript_ablation	processed_pseudogene
AC073150.1	ENSG00000235574	chr7	Owl_monkey	transcript_ablation	processed_pseudogene
PLEKHA8	ENSG00000106086	chr7	Marmoset	splice_acceptor_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant	protein_coding
PLEKHA8	ENSG00000106086	chr7	Owl_monkey	splice_acceptor_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant	protein_coding
ITPRID1	ENSG00000180347	chr7	Marmoset	splice_acceptor_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant	protein_coding
ITPRID1	ENSG00000180347	chr7	Owl_monkey	splice_acceptor_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant	protein_coding
TRGV11	ENSG00000211693	chr7	Marmoset	transcript_ablation	TR_V_gene
TRGV11	ENSG00000211693	chr7	Owl_monkey	transcript_ablation	TR_V_gene
KRT8P20	ENSG00000227404	chr7	Marmoset	transcript_ablation	processed_pseudogene
KRT8P20	ENSG00000227404	chr7	Owl_monkey	transcript_ablation	processed_pseudogene
BLVRA	ENSG00000106605	chr7	Marmoset	splice_acceptor_variant&splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
BLVRA	ENSG00000106605	chr7	Owl_monkey	splice_acceptor_variant&splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
NPC1L1	ENSG00000015520	chr7	Marmoset	splice_acceptor_variant&splice_donor_variant&coding_sequence_variant&intron_variant	protein_coding
NPC1L1	ENSG00000015520	chr7	Owl_monkey	splice_acceptor_variant&splice_donor_variant&coding_sequence_variant&intron_variant	protein_coding
AC004870.3	ENSG00000229192	chr7	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC004870.3	ENSG00000229192	chr7	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
SUN3	ENSG00000164744	chr7	Marmoset	splice_acceptor_variant&splice_donor_variant&coding_sequence_variant&intron_variant	protein_coding
SUN3	ENSG00000164744	chr7	Owl_monkey	splice_acceptor_variant&splice_donor_variant&coding_sequence_variant&intron_variant	protein_coding
AC004899.1	ENSG00000225705	chr7	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_pseudogene
AC004899.1	ENSG00000225705	chr7	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_pseudogene
RPL31P35	ENSG00000232612	chr7	Marmoset	transcript_ablation	processed_pseudogene
RPL31P35	ENSG00000232612	chr7	Owl_monkey	transcript_ablation	processed_pseudogene
AC006971.1	ENSG00000218586	chr7	Marmoset	transcript_ablation	processed_pseudogene
AC006971.1	ENSG00000218586	chr7	Owl_monkey	transcript_ablation	processed_pseudogene
CALM1P2	ENSG00000230564	chr7	Marmoset	transcript_ablation	processed_pseudogene
CALM1P2	ENSG00000230564	chr7	Owl_monkey	transcript_ablation	processed_pseudogene
AC092100.1	ENSG00000225718	chr7	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC092100.1	ENSG00000225718	chr7	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
CLDN4	ENSG00000189143	chr7	Marmoset	splice_acceptor_variant&5_prime_UTR_variant&intron_variant	protein_coding
CLDN4	ENSG00000189143	chr7	Owl_monkey	splice_acceptor_variant&5_prime_UTR_variant&intron_variant	protein_coding
AC004921.1	ENSG00000273341	chr7	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC004921.1	ENSG00000273341	chr7	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
MAGI2-AS3	ENSG00000234456	chr7	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
MAGI2-AS3	ENSG00000234456	chr7	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
DYNLL1P7	ENSG00000230614	chr7	Marmoset	transcript_ablation	processed_pseudogene
DYNLL1P7	ENSG00000230614	chr7	Owl_monkey	transcript_ablation	processed_pseudogene
LINC00972	ENSG00000225128	chr7	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC00972	ENSG00000225128	chr7	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC002069.1	ENSG00000207094	chr7	Marmoset	transcript_ablation	snoRNA
AC002069.1	ENSG00000207094	chr7	Owl_monkey	transcript_ablation	snoRNA
AC002069.2	ENSG00000233420	chr7	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC002069.2	ENSG00000233420	chr7	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
STEAP2-AS1	ENSG00000227646	chr7	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
STEAP2-AS1	ENSG00000227646	chr7	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
MTERF1	ENSG00000127989	chr7	Marmoset	stop_gained&frameshift_variant	protein_coding
MTERF1	ENSG00000127989	chr7	Owl_monkey	stop_gained&frameshift_variant	protein_coding
AC002074.1	ENSG00000285090	chr7	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC002074.1	ENSG00000285090	chr7	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
SGCE	ENSG00000127990	chr7	Marmoset	splice_acceptor_variant&splice_donor_variant&coding_sequence_variant&intron_variant	protein_coding
SGCE	ENSG00000127990	chr7	Owl_monkey	splice_acceptor_variant&splice_donor_variant&coding_sequence_variant&intron_variant	protein_coding
SEM1	ENSG00000127922	chr7	Marmoset	splice_acceptor_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant	protein_coding
SEM1	ENSG00000127922	chr7	Owl_monkey	splice_acceptor_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant	protein_coding
MARK2P10	ENSG00000227284	chr7	Marmoset	transcript_ablation	processed_pseudogene
MARK2P10	ENSG00000227284	chr7	Owl_monkey	transcript_ablation	processed_pseudogene
AC004834.1	ENSG00000284523	chr7	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC004834.1	ENSG00000284523	chr7	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC01004	ENSG00000228393	chr7	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC01004	ENSG00000228393	chr7	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC005050.1	ENSG00000267052	chr7	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC005050.1	ENSG00000267052	chr7	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02577	ENSG00000228742	chr7	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02577	ENSG00000228742	chr7	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC002386.1	ENSG00000230941	chr7	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC002386.1	ENSG00000230941	chr7	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
RPL3P8	ENSG00000232199	chr7	Marmoset	transcript_ablation	processed_pseudogene
RPL3P8	ENSG00000232199	chr7	Owl_monkey	transcript_ablation	processed_pseudogene
AC073114.1	ENSG00000226965	chr7	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC073114.1	ENSG00000226965	chr7	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
MTCYBP24	ENSG00000236232	chr7	Marmoset	transcript_ablation	unprocessed_pseudogene
MTCYBP24	ENSG00000236232	chr7	Owl_monkey	transcript_ablation	unprocessed_pseudogene
NPM1P14	ENSG00000182965	chr7	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_pseudogene
NPM1P14	ENSG00000182965	chr7	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_pseudogene
AC018464.1	ENSG00000234520	chr7	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC018464.1	ENSG00000234520	chr7	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC073901.1	ENSG00000244565	chr7	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_pseudogene
AC073901.1	ENSG00000244565	chr7	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_pseudogene
CAV2	ENSG00000105971	chr7	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_transcript
CAV2	ENSG00000105971	chr7	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_transcript
ANKRD7	ENSG00000106013	chr7	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_transcript
ANKRD7	ENSG00000106013	chr7	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_transcript
AC006148.1	ENSG00000242593	chr7	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC006148.1	ENSG00000242593	chr7	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
POT1	ENSG00000128513	chr7	Marmoset	splice_acceptor_variant&splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
POT1	ENSG00000128513	chr7	Owl_monkey	splice_acceptor_variant&splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
POT1-AS1	ENSG00000224897	chr7	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
POT1-AS1	ENSG00000224897	chr7	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
POT1-AS1	ENSG00000224897	chr7	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
POT1-AS1	ENSG00000224897	chr7	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
NDUFB9P2	ENSG00000236281	chr7	Marmoset	transcript_ablation	processed_pseudogene
NDUFB9P2	ENSG00000236281	chr7	Owl_monkey	transcript_ablation	processed_pseudogene
AC078845.1	ENSG00000232053	chr7	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC009784.1	ENSG00000236503	chr7	Marmoset	transcript_ablation	processed_pseudogene
AC009784.1	ENSG00000236503	chr7	Owl_monkey	transcript_ablation	processed_pseudogene
PSMC1P3	ENSG00000231244	chr7	Marmoset	transcript_ablation	processed_pseudogene
PSMC1P3	ENSG00000231244	chr7	Owl_monkey	transcript_ablation	processed_pseudogene
AC009264.1	ENSG00000234352	chr7	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC009264.1	ENSG00000234352	chr7	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC009264.1	ENSG00000234352	chr7	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC009264.1	ENSG00000234352	chr7	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC009263.1	ENSG00000234639	chr7	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_pseudogene
AC009263.1	ENSG00000234639	chr7	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_pseudogene
MGAM2	ENSG00000257743	chr7	Marmoset	protein_altering_variant	protein_coding
MGAM2	ENSG00000257743	chr7	Owl_monkey	protein_altering_variant	protein_coding
MGAM2	ENSG00000257743	chr7	Marmoset	stop_gained&frameshift_variant	protein_coding
MGAM2	ENSG00000257743	chr7	Owl_monkey	stop_gained&frameshift_variant	protein_coding
ZNF767P	ENSG00000133624	chr7	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	processed_transcript
ZNF767P	ENSG00000133624	chr7	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	processed_transcript
LINC01287	ENSG00000234722	chr7	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC01287	ENSG00000234722	chr7	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC103957.1	ENSG00000253505	chr8	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC103957.1	ENSG00000253505	chr8	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC022784.1	ENSG00000248538	chr8	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC022784.1	ENSG00000248538	chr8	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC022784.3	ENSG00000253887	chr8	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC022784.3	ENSG00000253887	chr8	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC022784.1	ENSG00000248538	chr8	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC022784.1	ENSG00000248538	chr8	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC021242.1	ENSG00000249050	chr8	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_pseudogene
AC021242.1	ENSG00000249050	chr8	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_pseudogene
PRSS55	ENSG00000184647	chr8	Marmoset	splice_acceptor_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant	protein_coding
PRSS55	ENSG00000184647	chr8	Owl_monkey	splice_acceptor_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant	protein_coding
RP1L1	ENSG00000183638	chr8	Marmoset	inframe_deletion	protein_coding
RP1L1	ENSG00000183638	chr8	Owl_monkey	inframe_deletion	protein_coding
RNU6-1084P	ENSG00000199368	chr8	Marmoset	transcript_ablation	snRNA
RNU6-1084P	ENSG00000199368	chr8	Owl_monkey	transcript_ablation	snRNA
MSR1	ENSG00000038945	chr8	Marmoset	splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
MSR1	ENSG00000038945	chr8	Owl_monkey	splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
AC027117.1	ENSG00000253671	chr8	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC027117.1	ENSG00000253671	chr8	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
INTS10	ENSG00000104613	chr8	Marmoset	splice_acceptor_variant&splice_donor_variant&coding_sequence_variant&intron_variant	protein_coding
INTS10	ENSG00000104613	chr8	Owl_monkey	splice_acceptor_variant&splice_donor_variant&coding_sequence_variant&intron_variant	protein_coding
TMEM97P2	ENSG00000253866	chr8	Marmoset	transcript_ablation	processed_pseudogene
TMEM97P2	ENSG00000253866	chr8	Owl_monkey	transcript_ablation	processed_pseudogene
NEFM	ENSG00000104722	chr8	Marmoset	inframe_deletion	protein_coding
NEFM	ENSG00000104722	chr8	Owl_monkey	inframe_deletion	protein_coding
AC107373.1	ENSG00000253832	chr8	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC107373.1	ENSG00000253832	chr8	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
ADRA1A	ENSG00000120907	chr8	Marmoset	splice_acceptor_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant	protein_coding
ADRA1A	ENSG00000120907	chr8	Owl_monkey	splice_acceptor_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant	protein_coding
AC090150.2	ENSG00000253903	chr8	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC090150.2	ENSG00000253903	chr8	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
RPL5P22	ENSG00000239198	chr8	Marmoset	transcript_ablation	processed_pseudogene
RPL5P22	ENSG00000239198	chr8	Owl_monkey	transcript_ablation	processed_pseudogene
AF279873.3	ENSG00000253642	chr8	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AF279873.3	ENSG00000253642	chr8	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC087855.2	ENSG00000254302	chr8	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC087855.2	ENSG00000254302	chr8	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC090993.1	ENSG00000253108	chr8	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC090993.1	ENSG00000253108	chr8	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC124290.1	ENSG00000253452	chr8	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC124290.1	ENSG00000253452	chr8	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
MTCYBP19	ENSG00000253504	chr8	Marmoset	transcript_ablation	unprocessed_pseudogene
MTCYBP19	ENSG00000253504	chr8	Owl_monkey	transcript_ablation	unprocessed_pseudogene
AP006245.2	ENSG00000254320	chr8	Marmoset	transcript_ablation	processed_pseudogene
AP006245.2	ENSG00000254320	chr8	Owl_monkey	transcript_ablation	processed_pseudogene
AC090809.1	ENSG00000253363	chr8	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC090809.1	ENSG00000253363	chr8	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
SMARCE1P4	ENSG00000253650	chr8	Marmoset	transcript_ablation	processed_pseudogene
SMARCE1P4	ENSG00000253650	chr8	Owl_monkey	transcript_ablation	processed_pseudogene
AC105999.1	ENSG00000253354	chr8	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC105999.1	ENSG00000253354	chr8	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
PSAT1P1	ENSG00000253810	chr8	Marmoset	transcript_ablation	processed_pseudogene
PSAT1P1	ENSG00000253810	chr8	Owl_monkey	transcript_ablation	processed_pseudogene
AC064807.1	ENSG00000228801	chr8	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC064807.1	ENSG00000228801	chr8	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
RP1	ENSG00000104237	chr8	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_transcript
RP1	ENSG00000104237	chr8	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_transcript
LINC00968	ENSG00000246430	chr8	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC00968	ENSG00000246430	chr8	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC104051.2	ENSG00000254139	chr8	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC104051.2	ENSG00000254139	chr8	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC092819.2	ENSG00000286578	chr8	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC092819.2	ENSG00000286578	chr8	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC107934.1	ENSG00000253413	chr8	Marmoset	transcript_ablation	processed_pseudogene
AC107934.1	ENSG00000253413	chr8	Owl_monkey	transcript_ablation	processed_pseudogene
AC107934.2	ENSG00000253723	chr8	Marmoset	transcript_ablation	processed_pseudogene
